player_id,name,long_name,position,nationality,dob,primary_club,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,international_reputation,pace,shooting,passing,dribbling,defending,physic,nationality_norm,group
270002,J. Wulff,Jannes Wulff,"CAM, CM",Germany,1999-09-14,Osnabrück,62,70,900000.0,1000.0,22,182,76,1,72.0,58.0,57.0,59.0,52.0,66.0,Germany,Group E
270008,T. Gayret,Timur Gayret,CAM,Germany,1998-08-08,Hallescher FC,62,67,600000.0,1000.0,23,177,73,1,69.0,56.0,58.0,63.0,41.0,57.0,Germany,Group E
270022,F. Herbst,Fabian Herbst,CB,Germany,2000-05-21,VfB Oldenburg,62,68,575000.0,500.0,22,190,83,1,60.0,29.0,41.0,54.0,60.0,73.0,Germany,Group E
270025,M. Schmidt,Marten Schmidt,"CAM, CM",Germany,1996-01-24,VfB Oldenburg,62,64,500000.0,500.0,26,186,71,1,62.0,60.0,58.0,64.0,43.0,68.0,Germany,Group E
270026,K. Kaissis,Kai-Sotirios Kaissis,"CAM, CM",Germany,1996-11-07,VfB Oldenburg,62,63,475000.0,500.0,25,170,65,1,77.0,57.0,56.0,68.0,34.0,60.0,Germany,Group E
270083,P. Lienhard,Patrick Lienhard,CM,Germany,1992-05-30,Freiburg II,62,62,375000.0,1000.0,30,169,65,1,70.0,52.0,60.0,63.0,58.0,57.0,Germany,Group E
270115,L. von Schroetter,Leonhard von Schroetter,RB,Germany,1999-03-27,Zwickau,62,67,550000.0,500.0,23,188,87,1,64.0,38.0,54.0,59.0,58.0,73.0,Germany,Group E
270532,D. Pejčinović,Dženan Pejčinović,ST,Germany,2005-02-15,VfL Wolfsburg,62,81,1000000.0,2000.0,17,188,78,1,62.0,60.0,52.0,61.0,24.0,59.0,Germany,Group E
270745,M. Tolba,Mohammed Tolba,"RB, CB",Germany,2004-07-19,VfL Bochum 1848,62,74,875000.0,500.0,17,185,76,1,61.0,38.0,53.0,60.0,61.0,63.0,Germany,Group E
272659,E. Aksakal,Ensar Aksakal,LM,Germany,2001-10-01,Hertha BSC,62,73,875000.0,4000.0,20,174,67,1,68.0,60.0,58.0,66.0,36.0,51.0,Germany,Group E
194094,R. Koczor,Raphael Koczor,GK,Germany,1989-01-17,Rot-Weiss Essen,61,61,110000.0,850.0,33,194,78,1,,,,,,,Germany,Group E
200609,M. Ziereis,Markus Ziereis,"ST, CAM",Germany,1992-08-26,Bayreuth,61,61,325000.0,600.0,29,185,82,1,65.0,60.0,50.0,59.0,23.0,68.0,Germany,Group E
200812,M. Ehmer,Maximilian Andreas Ehmer,CB,Germany,1992-02-03,Gillingham,61,61,275000.0,2000.0,30,189,93,1,56.0,54.0,52.0,55.0,59.0,75.0,Germany,Group E
223750,D. Steininger,Daniel Steininger,"ST, RM, LM",Germany,1995-04-13,Bayreuth,61,61,350000.0,600.0,27,187,79,1,73.0,56.0,53.0,60.0,36.0,67.0,Germany,Group E
228787,S. Maderer,Stefan Maderer,"ST, CAM",Germany,1996-09-01,Bayreuth,61,64,450000.0,550.0,25,183,84,1,71.0,59.0,48.0,59.0,33.0,65.0,Germany,Group E
238592,D. Engel,Dennis Engel,"RB, CDM, RWB",Germany,1995-10-20,VfB Oldenburg,61,62,350000.0,500.0,26,184,78,1,72.0,49.0,56.0,58.0,56.0,61.0,Germany,Group E
242980,M. Shabani,Meritan Shabani,CAM,Germany,1999-03-15,Grasshopper,61,67,525000.0,2000.0,23,185,76,1,65.0,54.0,62.0,65.0,35.0,54.0,Germany,Group E
243537,M. Breunig,Maximilian Breunig,"ST, CAM",Germany,2000-08-14,Freiburg II,61,68,675000.0,800.0,21,193,80,1,65.0,61.0,45.0,61.0,22.0,64.0,Germany,Group E
244014,E. Löder,Elias Löder,"CAM, RM",Germany,2000-04-24,Hallescher FC,61,70,725000.0,950.0,22,183,72,1,71.0,56.0,56.0,63.0,39.0,52.0,Germany,Group E
244077,L. Bürger,Leon Bürger,"CM, CAM",Germany,1999-11-11,Verl,61,69,725000.0,500.0,22,181,71,1,64.0,54.0,61.0,64.0,57.0,63.0,Germany,Group E
244370,C. Ekene,Chinedu Ekene,"ST, CAM",Germany,1999-07-09,MSV Duisburg,61,68,675000.0,2000.0,22,180,85,1,68.0,59.0,47.0,59.0,28.0,71.0,Germany,Group E
245001,L. Krüger,Lucas Felix Krüger,ST,Germany,2000-01-20,Zwickau,61,70,750000.0,550.0,22,190,78,1,77.0,56.0,46.0,59.0,26.0,67.0,Germany,Group E
246328,A. Aidonis,Antonis Aidonis,"CB, RB",Germany,2001-05-22,VfB Stuttgart,61,69,700000.0,3000.0,21,185,85,1,55.0,31.0,41.0,48.0,62.0,61.0,Germany,Group E
247755,V. Gembalies,Vincent Gembalies,CB,Germany,2000-01-18,MSV Duisburg,61,67,475000.0,1000.0,22,187,87,1,79.0,27.0,41.0,47.0,57.0,78.0,Germany,Group E
250927,O. Erdogan,Okan Erdoğan,"CB, CDM",Germany,1998-09-29,İstanbulspor,61,68,600000.0,2000.0,23,185,78,1,60.0,35.0,49.0,39.0,61.0,67.0,Germany,Group E
250948,M. Franzke,Maximilian Franzke,RW,Germany,1999-03-05,Magdeburg,61,68,650000.0,2000.0,23,184,71,1,76.0,51.0,56.0,64.0,27.0,56.0,Germany,Group E
252902,M. Stöcker,Michel Stöcker,CB,Germany,1999-04-14,Verl,61,68,600000.0,500.0,23,184,72,1,64.0,31.0,47.0,48.0,62.0,60.0,Germany,Group E
256297,C. Schepp,Christopher Schepp,ST,Germany,2000-04-14,DSC Arminia Bielefeld,61,70,750000.0,3000.0,22,192,87,1,65.0,61.0,47.0,53.0,25.0,68.0,Germany,Group E
256500,N. Collins,Nnamdi Collins,CB,Germany,2004-01-10,Borussia Dortmund,61,81,850000.0,2000.0,18,191,84,1,85.0,25.0,40.0,49.0,59.0,67.0,Germany,Group E
258085,Dudu,Eduardo Dos Santos Haesler,GK,Germany,1999-02-10,Werder Bremen,61,67,425000.0,2000.0,23,196,85,1,,,,,,,Germany,Group E
259165,J. Wosz,Joscha Wosz,"CM, LWB, RWB",Germany,2002-07-20,Verl,61,70,700000.0,500.0,19,173,75,1,66.0,54.0,59.0,70.0,49.0,49.0,Germany,Group E
259194,J. Tugbenyo,Jesse Edem Tugbenyo,"CB, CDM, RB",Germany,2001-08-07,Verl,61,71,675000.0,2000.0,20,187,81,1,67.0,32.0,53.0,56.0,60.0,62.0,Germany,Group E
259335,E. Gedikli,Emrehan Gedikli,ST,Germany,2003-04-25,Trabzonspor,61,75,775000.0,4000.0,19,187,84,1,61.0,61.0,50.0,58.0,24.0,54.0,Germany,Group E
259627,J. Hettwer,Julian Hettwer,"ST, RM",Germany,2003-06-15,MSV Duisburg,61,71,725000.0,1000.0,19,184,72,1,87.0,60.0,49.0,62.0,31.0,60.0,Germany,Group E
260014,T. Civeja,Tim Civeja,CM,Germany,2002-01-04,Ingolstadt,61,75,775000.0,3000.0,20,180,74,1,59.0,45.0,60.0,63.0,49.0,59.0,Germany,Group E
262671,S. Risch,Sascha Risch,"LM, LWB",Germany,2000-04-13,Meppen,61,68,675000.0,550.0,22,178,68,1,70.0,37.0,58.0,62.0,54.0,59.0,Germany,Group E
263077,L. Breunig,Louis Breunig,"LB, CB",Germany,2003-11-14,Nürnberg,61,73,725000.0,600.0,18,188,75,1,69.0,26.0,50.0,48.0,62.0,61.0,Germany,Group E
263116,L. Rieß,Lasse Rieß,GK,Germany,2001-07-27,FSV Mainz 05,61,75,700000.0,2000.0,20,192,88,1,,,,,,,Germany,Group E
263135,L. Münst,Leonhard Münst,"CM, CAM",Germany,2002-01-22,St. Gallen,61,76,775000.0,3000.0,20,183,76,1,61.0,52.0,61.0,61.0,54.0,53.0,Germany,Group E
263279,O. Pohlmann,Ole Pohlmann,"LM, ST",Germany,2001-04-05,Borussia Dortmund II,61,72,725000.0,700.0,21,183,80,1,71.0,55.0,58.0,64.0,31.0,61.0,Germany,Group E
264215,F. Michel,Falko Michel,"CDM, CAM",Germany,2001-01-14,Borussia Dortmund II,61,72,700000.0,600.0,21,186,80,1,55.0,42.0,47.0,59.0,62.0,67.0,Germany,Group E
264529,F. Schock,Florian Schock,GK,Germany,2001-05-22,VfB Stuttgart,61,69,650000.0,2000.0,21,199,95,1,,,,,,,Germany,Group E
264664,L. Skraback,Luiz Skraback,LM,Germany,2002-09-20,Borussia Mönchengladbach,61,69,700000.0,3000.0,19,175,70,1,66.0,56.0,57.0,63.0,44.0,53.0,Germany,Group E
265577,F. Asllani,Fisnik Asllani,ST,Germany,2002-08-08,TSG Hoffenheim,61,74,775000.0,4000.0,19,188,81,1,55.0,63.0,48.0,61.0,24.0,58.0,Germany,Group E
266011,T. Rossmann,Tim Rossmann,LW,Germany,2003-11-11,Karlsruher SC,61,75,750000.0,1000.0,18,177,74,1,77.0,52.0,52.0,66.0,26.0,50.0,Germany,Group E
266433,A. Kade,Anton Kade,"LM, ST",Germany,2004-01-17,Basel,61,75,750000.0,1000.0,18,183,62,1,76.0,54.0,54.0,64.0,25.0,41.0,Germany,Group E
266684,E. Oduah,Emeka Oduah,"LW, ST",Germany,2002-04-14,Osnabrück,61,73,800000.0,900.0,20,192,77,1,81.0,56.0,50.0,62.0,26.0,64.0,Germany,Group E
268426,O. Fobassam,Oliver Fobassam,CB,Germany,2003-04-06,SpVgg Greuther Fürth,61,74,725000.0,950.0,19,190,92,1,54.0,31.0,38.0,43.0,60.0,73.0,Germany,Group E
268747,L. Wollschläger,Luca Wollschläger,ST,Germany,2003-02-08,Rot-Weiss Essen,61,77,850000.0,3000.0,19,194,88,1,55.0,63.0,42.0,55.0,27.0,68.0,Germany,Group E
269822,M. Martin,Michael Martin,CM,Germany,2000-07-10,Ried,61,72,725000.0,2000.0,21,180,72,1,67.0,51.0,57.0,65.0,58.0,60.0,Germany,Group E
269850,M. Kostka,Michael Kostka,"RB, RM",Germany,2003-12-13,Miedź Legnica,61,75,725000.0,500.0,18,183,74,1,80.0,40.0,54.0,55.0,56.0,59.0,Germany,Group E
269875,S. Ba,Sanoussy Ba,"LB, LM",Germany,2004-01-05,RB Leipzig,61,77,800000.0,2000.0,18,184,73,1,74.0,34.0,53.0,64.0,56.0,49.0,Germany,Group E
269957,P. König,Phillip König,ST,Germany,2000-03-22,MSV Duisburg,61,69,750000.0,2000.0,22,188,83,1,69.0,60.0,47.0,64.0,37.0,68.0,Germany,Group E
269996,B. Mogultay,Baran Mogultay,"LB, LM",Germany,2004-05-01,MSV Duisburg,61,71,650000.0,500.0,18,181,70,1,72.0,39.0,54.0,58.0,54.0,58.0,Germany,Group E
270027,J. Bookjans,Jakob Bookjans,CAM,Germany,2000-07-21,VfB Oldenburg,61,69,725000.0,500.0,21,178,71,1,68.0,57.0,57.0,65.0,33.0,61.0,Germany,Group E
270042,J. Manske,Johannes Manske,ST,Germany,2000-02-12,Meppen,61,66,500000.0,600.0,22,192,87,1,57.0,62.0,41.0,57.0,18.0,68.0,Germany,Group E
270452,D. Adamczyk,Daniel Adamczyk,GK,Germany,2002-07-14,Osnabrück,61,73,675000.0,500.0,19,188,79,1,,,,,,,Germany,Group E
270901,L. Ulrich,Laurin Ulrich,"CM, CAM, LM",Germany,2005-01-31,VfB Stuttgart,61,84,1000000.0,550.0,17,180,76,1,76.0,59.0,61.0,68.0,45.0,63.0,Germany,Group E
271160,S. Sané,Sidi Sané,RM,Germany,2003-04-21,Schalke 04,61,78,850000.0,2000.0,19,190,79,1,68.0,56.0,57.0,64.0,43.0,57.0,Germany,Group E
272848,J. Mbila,Josué Mbila,ST,Germany,1999-08-21,FC Augsburg,61,68,675000.0,4000.0,22,178,74,1,54.0,64.0,46.0,60.0,21.0,53.0,Germany,Group E
272882,S. Walde,Simon Walde,RB,Germany,2005-01-04,Borussia Mönchengladbach,61,74,725000.0,500.0,17,186,82,1,58.0,37.0,53.0,56.0,60.0,63.0,Germany,Group E
272909,M. Janssen,Marek Janssen,ST,Germany,1997-04-15,Meppen,61,64,450000.0,650.0,25,191,80,1,64.0,62.0,44.0,54.0,27.0,70.0,Germany,Group E
273114,J. Lemmer,Jakob Lemmer,RM,Germany,2000-04-26,Dynamo Dresden,61,69,725000.0,1000.0,22,179,74,1,75.0,58.0,55.0,62.0,24.0,60.0,Germany,Group E
189917,F. Lehmann,Frank Lehmann,GK,Germany,1989-04-29,Elversberg,60,60,80000.0,500.0,33,191,78,1,,,,,,,Germany,Group E
229243,T. Wiesner,Tim Wiesner,GK,Germany,1996-11-21,Verl,60,65,300000.0,500.0,25,192,87,1,,,,,,,Germany,Group E
231503,B. Sambou,Bassala Sambou,"ST, LM",Germany,1997-10-15,Crewe Alexandra,60,64,350000.0,2000.0,24,184,75,1,81.0,57.0,48.0,61.0,35.0,72.0,Germany,Group E
236359,R. Assibey-Mensah,Raphael Assibey-Mensah,CF,Germany,1999-08-31,Zwickau,60,68,550000.0,500.0,22,180,80,1,81.0,58.0,52.0,61.0,25.0,60.0,Germany,Group E
239689,M. Sprang,Maximilian Sprang,GK,Germany,2000-07-04,Zwickau,60,68,475000.0,500.0,21,192,79,1,,,,,,,Germany,Group E
240401,E. Dacaj,Eros Dacaj,"CM, CAM",Germany,1996-09-09,Elversberg,60,62,300000.0,500.0,25,180,78,1,54.0,56.0,65.0,63.0,48.0,60.0,Germany,Group E
242597,G. Wild,Gordon Wild,"CAM, RM",Germany,1995-10-16,MSV Duisburg,60,61,300000.0,2000.0,26,178,77,1,73.0,57.0,56.0,63.0,42.0,67.0,Germany,Group E
243736,K. Rauhut,Kevin Rauhut,GK,Germany,1989-12-30,Viktoria Köln,60,60,120000.0,850.0,32,188,77,1,,,,,,,Germany,Group E
243960,M. Broschinski,Moritz Broschinski,"ST, RM",Germany,2000-09-23,Borussia Dortmund II,60,69,550000.0,750.0,21,190,77,1,76.0,57.0,47.0,58.0,26.0,61.0,Germany,Group E
244001,T. Weiner,Timon Moritz Weiner,GK,Germany,1999-01-18,Holstein Kiel,60,65,300000.0,2000.0,23,191,76,1,,,,,,,Germany,Group E
244090,L. Schaffran,Leon Valentin Schaffran,GK,Germany,1998-07-31,SpVgg Greuther Fürth,60,66,325000.0,1000.0,23,186,81,1,,,,,,,Germany,Group E
244707,E. Celebi,Ekin Çelebi,"LWB, LB, CB",Germany,2000-06-06,Hannover 96,60,68,525000.0,3000.0,22,184,74,1,66.0,30.0,47.0,54.0,58.0,66.0,Germany,Group E
245239,M. Kulke,Max Kulke,"RB, RM, CM",Germany,2000-11-10,Dynamo Dresden,60,67,475000.0,1000.0,21,177,72,1,67.0,52.0,56.0,59.0,56.0,53.0,Germany,Group E
246246,B. Leneis,Benjamin Leneis,GK,Germany,1999-03-08,FC Augsburg,60,70,475000.0,3000.0,23,195,85,1,,,,,,,Germany,Group E
246401,F. Hartmann,Fabrice Daniel Hartmann,"ST, LM",Germany,2001-03-02,Sligo Rovers,60,70,550000.0,6000.0,21,178,70,1,76.0,64.0,48.0,63.0,24.0,46.0,Germany,Group E
251224,P. Besong,Paul-Philipp Besong,ST,Germany,2000-10-06,Erzgebirge Aue,60,66,400000.0,2000.0,21,184,93,1,69.0,56.0,42.0,59.0,28.0,65.0,Germany,Group E
251293,L. Dehl,Laurenz Dehl,CAM,Germany,2001-12-12,FC Union Berlin,60,67,475000.0,3000.0,20,179,76,1,61.0,54.0,58.0,62.0,46.0,54.0,Germany,Group E
251465,A. Lyska,Arthur Lyska,GK,Germany,2000-05-19,Wehen Wiesbaden,60,67,425000.0,900.0,22,188,87,1,,,,,,,Germany,Group E
251468,T. Mißner,Tobias Mißner,"LB, LM",Germany,2000-02-17,Elversberg,60,68,525000.0,500.0,22,179,73,1,76.0,33.0,49.0,56.0,53.0,61.0,Germany,Group E
252369,A. Loubongo-M'Boungou,Aurel Loubongo-M'Boungou,"LM, RM",Germany,2001-06-19,Rot-Weiss Essen,60,72,600000.0,800.0,21,171,67,1,77.0,49.0,50.0,65.0,25.0,40.0,Germany,Group E
253171,L. Oppermann,Leo Friedrich Oppermann,GK,Germany,2001-08-28,Hamburger SV,60,71,475000.0,1000.0,20,191,82,1,,,,,,,Germany,Group E
254807,K. Baah,Kwadwo Kyeremeh Baah,"LM, RM",Germany,2003-01-27,Fortuna Düsseldorf,60,78,625000.0,4000.0,19,183,75,1,85.0,55.0,51.0,63.0,31.0,56.0,Germany,Group E
256460,T. Maciejewski,Tim Luis Maciejewski,"RWB, RM",Germany,2001-03-05,FC Union Berlin,60,72,575000.0,3000.0,21,186,71,1,79.0,61.0,55.0,65.0,45.0,53.0,Germany,Group E
257176,D. Gorka,Dennis-Adam Gorka,GK,Germany,2002-04-03,Fortuna Düsseldorf,60,74,525000.0,2000.0,20,190,83,1,,,,,,,Germany,Group E
257183,J. Stark,Julian Stark,"CM, CB",Germany,2001-03-08,Freiburg II,60,69,550000.0,650.0,21,183,73,1,63.0,51.0,59.0,62.0,56.0,65.0,Germany,Group E
257637,D. Klein,Daniel Klein,GK,Germany,2001-03-13,FC Augsburg,60,73,525000.0,2000.0,21,191,84,1,,,,,,,Germany,Group E
258179,T. Walbrecht,Tim Walbrecht,CDM,Germany,2001-09-18,Hannover 96,60,72,550000.0,3000.0,20,186,80,1,69.0,35.0,50.0,55.0,62.0,61.0,Germany,Group E
258913,F. Irorere,Felix Omoruyi Irorere,CB,Germany,2002-06-21,Karlsruher SC,60,69,500000.0,2000.0,20,195,80,1,54.0,30.0,38.0,40.0,59.0,65.0,Germany,Group E
259854,T. Latteier,Tim Latteier,CM,Germany,2000-05-20,Bayreuth,60,68,550000.0,500.0,22,177,71,1,68.0,57.0,58.0,65.0,54.0,61.0,Germany,Group E
260822,E. Bördner,Elias Jona Bördner,GK,Germany,2002-02-18,Viktoria Köln,60,70,475000.0,550.0,20,188,92,1,,,,,,,Germany,Group E
261428,J. Michelbrink,Jonas Michelbrink,CAM,Germany,2001-06-23,MSV Duisburg,60,73,600000.0,1000.0,21,182,70,1,59.0,45.0,57.0,66.0,39.0,39.0,Germany,Group E
261528,M. Obuz,Marvin Ayhan Obuz,"LM, RM",Germany,2002-01-25,Holstein Kiel,60,72,600000.0,3000.0,20,182,75,1,70.0,51.0,54.0,66.0,26.0,53.0,Germany,Group E
261653,L. Lobinger,Lex-Tyger Lobinger,ST,Germany,1999-02-22,Kaiserslautern,60,65,375000.0,2000.0,23,192,85,1,58.0,58.0,43.0,53.0,28.0,69.0,Germany,Group E
262975,F. Brand,Felix Brand,"LB, RB, CB",Germany,2001-02-15,Zwickau,60,68,525000.0,500.0,21,187,82,1,68.0,37.0,51.0,58.0,54.0,74.0,Germany,Group E
262976,Y. Voigt,Yannic Voigt,LM,Germany,2002-10-27,Zwickau,60,75,575000.0,500.0,19,176,70,1,71.0,53.0,52.0,65.0,42.0,53.0,Germany,Group E
263615,M. Neuberger,Maximilian Neuberger,"CB, RB",Germany,2000-03-23,Ingolstadt,60,69,525000.0,1000.0,22,188,83,1,64.0,31.0,48.0,49.0,59.0,66.0,Germany,Group E
264247,B. Bobzien,Ben Bobzien,"LW, RW, CF",Germany,2003-04-29,FSV Mainz 05,60,76,625000.0,3000.0,19,174,70,1,60.0,56.0,53.0,67.0,29.0,42.0,Germany,Group E
264435,L. Halangk,Lucas Halangk,RB,Germany,2003-09-22,Hallescher FC,60,74,550000.0,500.0,18,184,74,1,73.0,49.0,53.0,56.0,55.0,61.0,Germany,Group E
265750,F. Wienand,Felix Wienand,GK,Germany,2002-06-27,Rot-Weiss Essen,60,72,525000.0,550.0,20,189,80,1,,,,,,,Germany,Group E
266619,R. Ungerath,Robin Ungerath,ST,Germany,1998-12-19,Ried,60,66,400000.0,2000.0,23,181,72,1,66.0,61.0,40.0,56.0,23.0,61.0,Germany,Group E
266895,N. Tresoldi,Nicolò Tresoldi,"ST, CF",Germany,2004-08-20,Hannover 96,60,79,625000.0,950.0,17,184,76,1,65.0,58.0,42.0,62.0,21.0,60.0,Germany,Group E
268259,N. Weiper,Nelson Weiper,ST,Germany,2005-03-17,FSV Mainz 05,60,81,775000.0,900.0,17,192,81,1,59.0,61.0,44.0,57.0,21.0,64.0,Germany,Group E
269311,P. Dragon,Patryk Dragon,CDM,Germany,1996-04-11,Elversberg,60,61,250000.0,500.0,26,187,84,1,62.0,44.0,56.0,53.0,56.0,73.0,Germany,Group E
269560,T. Stahl,Toni Stahl,GK,Germany,1999-09-17,Hannover 96,60,67,425000.0,3000.0,22,194,80,1,,,,,,,Germany,Group E
269863,J. Eze,Joshua Eze,"CDM, CB",Germany,2003-03-20,Bayer 04 Leverkusen,60,72,550000.0,3000.0,19,183,79,1,60.0,43.0,56.0,59.0,59.0,58.0,Germany,Group E
269864,N. Lübcke,Niklas Lübcke,GK,Germany,1999-08-04,Borussia Dortmund II,60,67,425000.0,550.0,22,187,84,1,,,,,,,Germany,Group E
269883,E. Probst,Eduard Probst,ST,Germany,2001-03-24,Verl,60,66,400000.0,500.0,21,184,80,1,82.0,61.0,46.0,54.0,17.0,64.0,Germany,Group E
269979,E. Schwarz,Edwin Schwarz,CB,Germany,1994-09-13,Bayreuth,60,61,250000.0,500.0,27,188,79,1,64.0,24.0,44.0,39.0,62.0,61.0,Germany,Group E
269980,S. Eder,Steffen Eder,CB,Germany,1997-05-01,Bayreuth,60,65,325000.0,500.0,25,188,78,1,65.0,22.0,40.0,39.0,60.0,63.0,Germany,Group E
269981,T. Weber,Tobias Weber,"CB, RB",Germany,1995-06-24,Bayreuth,60,61,250000.0,500.0,27,187,76,1,63.0,31.0,45.0,41.0,60.0,62.0,Germany,Group E
269983,N. Moos,Nico Moos,CB,Germany,2000-04-07,Bayreuth,60,68,525000.0,500.0,22,192,86,1,63.0,25.0,39.0,42.0,59.0,68.0,Germany,Group E
270012,H. Koudossou,Henri Koudossou,RM,Germany,1999-09-03,Austria Lustenau,60,69,550000.0,4000.0,22,180,76,1,56.0,50.0,61.0,56.0,48.0,59.0,Germany,Group E
270013,A. Zehnter,Aaron Zehnter,"LB, LM",Germany,2004-10-31,FC Augsburg,60,81,750000.0,500.0,17,180,75,1,62.0,36.0,54.0,59.0,57.0,55.0,Germany,Group E
270015,S. Fünger,Seymour Fünger,CB,Germany,2002-05-18,Hallescher FC,60,70,500000.0,700.0,20,191,82,1,59.0,24.0,43.0,49.0,59.0,65.0,Germany,Group E
270016,G. Strauch,Georg Strauch,"CDM, RB",Germany,2001-03-30,FC Köln,60,71,525000.0,3000.0,21,178,74,1,60.0,44.0,58.0,65.0,55.0,59.0,Germany,Group E
270030,A. Ifeadigo,Affam Ifeadigo,"ST, LW",Germany,1996-07-13,VfB Oldenburg,60,61,300000.0,500.0,25,193,85,1,68.0,58.0,41.0,60.0,26.0,72.0,Germany,Group E
270043,P. Manske,Paul Manske,RM,Germany,2001-08-13,Meppen,60,67,475000.0,500.0,20,194,86,1,68.0,51.0,58.0,59.0,28.0,64.0,Germany,Group E
270045,D. Vogt,David Vogt,CM,Germany,2000-12-04,Meppen,60,67,500000.0,500.0,21,189,83,1,64.0,54.0,55.0,58.0,56.0,71.0,Germany,Group E
270073,A. El-Zein,Abu-Bekir Ömer El-Zein,"LM, RM",Germany,2003-02-18,Sandhausen,60,72,575000.0,850.0,19,179,78,1,71.0,53.0,55.0,62.0,42.0,52.0,Germany,Group E
270114,N. Agbaje,Noah Shawn Agbaje,"LM, RM",Germany,2001-06-23,Zwickau,60,70,550000.0,500.0,21,170,70,1,68.0,49.0,56.0,59.0,26.0,46.0,Germany,Group E
271850,D. Savic,David Savic,RB,Germany,2005-06-08,Fortuna Düsseldorf,60,77,600000.0,500.0,17,182,74,1,68.0,40.0,53.0,56.0,56.0,59.0,Germany,Group E
272452,J. Schell,Julius Schell,CB,Germany,2000-01-10,Schalke 04,60,69,525000.0,3000.0,22,188,79,1,55.0,37.0,51.0,54.0,60.0,64.0,Germany,Group E
272454,M. Schmid,Maximilian Schmid,"ST, RW",Germany,2003-03-05,FC Köln,60,74,600000.0,3000.0,19,184,76,1,64.0,62.0,49.0,59.0,26.0,53.0,Germany,Group E
272497,J. Quarshie,Joshua Quarshie,CB,Germany,2004-07-26,TSG Hoffenheim,60,77,575000.0,500.0,17,196,91,1,63.0,26.0,41.0,39.0,61.0,68.0,Germany,Group E
272555,M. Brüll,Maximilian Brüll,GK,Germany,2002-08-26,Borussia Mönchengladbach,60,70,450000.0,1000.0,19,186,75,1,,,,,,,Germany,Group E
244075,N. Otto,Nick Otto,CB,Germany,1999-05-27,Verl,59,70,475000.0,500.0,23,184,75,1,62.0,24.0,39.0,44.0,59.0,64.0,Germany,Group E
251823,T. Tattermusch,Ted-Jonathan Tattermusch,ST,Germany,2001-05-08,Borussia Dortmund II,59,66,450000.0,750.0,21,194,89,1,65.0,57.0,46.0,58.0,27.0,65.0,Germany,Group E
257081,F. Otto,Fynn Otto,"CB, RB",Germany,2002-03-08,Eintracht Frankfurt,59,69,450000.0,3000.0,20,192,85,1,53.0,33.0,43.0,43.0,60.0,63.0,Germany,Group E
257149,M. Schulze,Moritz Schulze,GK,Germany,2001-03-22,Paderborn,59,68,450000.0,2000.0,21,190,85,1,,,,,,,Germany,Group E
257479,J. Weyand,Jonas-Janko Weyand,GK,Germany,2000-12-03,Kaiserslautern,59,67,450000.0,1000.0,21,191,86,1,,,,,,,Germany,Group E
259315,T. Köther,Tim Köther,"RM, LM, CM",Germany,2001-02-22,Heidenheim,59,67,500000.0,3000.0,21,175,70,1,67.0,50.0,57.0,60.0,50.0,56.0,Germany,Group E
259643,L. Wolf,Lucas Mika Wolf,"CAM, RM, CM",Germany,2001-08-28,Holstein Kiel,59,67,500000.0,2000.0,20,173,65,1,70.0,45.0,53.0,66.0,36.0,40.0,Germany,Group E
259900,S. Ahlers,Sören Ahlers,GK,Germany,1997-09-09,St. Pauli,59,64,275000.0,2000.0,24,194,86,1,,,,,,,Germany,Group E
261241,M. Ibrahimi,Mehmet Ibrahimi,"CAM, RM, LM",Germany,2003-02-09,Eintracht Braunschweig,59,73,525000.0,4000.0,19,182,73,1,67.0,49.0,54.0,66.0,30.0,38.0,Germany,Group E
262739,T. Bornemann,Timo Bornemann,ST,Germany,2000-12-01,Borussia Dortmund II,59,66,450000.0,750.0,21,184,83,1,74.0,56.0,43.0,60.0,23.0,64.0,Germany,Group E
262980,T. Bierschenk,Tom Bierschenk,ST,Germany,2002-07-13,Hallescher FC,59,70,500000.0,700.0,19,181,79,1,63.0,60.0,44.0,56.0,36.0,68.0,Germany,Group E
263150,J. Meyer,Jordan Meyer,CDM,Germany,2002-03-26,VfB Stuttgart,59,70,475000.0,2000.0,20,181,73,1,56.0,44.0,52.0,59.0,60.0,53.0,Germany,Group E
263272,P. Schulze,Philipp Schulze,GK,Germany,2003-01-29,VfL Wolfsburg,59,76,525000.0,2000.0,19,190,82,1,,,,,,,Germany,Group E
263353,E. Uhlmann,Eric Uhlmann,CDM,Germany,2003-01-05,Hannover 96,59,72,500000.0,2000.0,19,181,71,1,70.0,47.0,55.0,59.0,56.0,57.0,Germany,Group E
263614,A. Llugiqi,Arian Llugiqi,"LM, LW, CAM",Germany,2002-10-24,Ingolstadt,59,71,525000.0,900.0,19,187,80,1,68.0,57.0,51.0,58.0,35.0,64.0,Germany,Group E
263731,A. Farouk,Amin Farouk,"CAM, LM",Germany,2003-07-22,Wehen Wiesbaden,59,68,475000.0,500.0,18,180,74,1,70.0,49.0,54.0,64.0,35.0,53.0,Germany,Group E
263780,M. Ponath,Markus Ponath,GK,Germany,2001-01-13,Ingolstadt,59,69,450000.0,750.0,21,188,81,1,,,,,,,Germany,Group E
264223,N. König,Noah König,CB,Germany,2003-05-17,TSG Hoffenheim,59,74,500000.0,2000.0,19,188,86,1,53.0,31.0,38.0,42.0,59.0,64.0,Germany,Group E
